unique_id,ds,y
ETH,2018-04-01,379.606995
ETH,2018-04-02,386.424988
ETH,2018-04-03,416.893005
ETH,2018-04-04,380.542999
ETH,2018-04-05,383.231995
ETH,2018-04-06,370.285004
ETH,2018-04-07,385.313995
ETH,2018-04-08,400.507996
ETH,2018-04-09,398.526001
ETH,2018-04-10,414.243011
ETH,2018-04-11,430.540009
ETH,2018-04-12,492.94101
ETH,2018-04-13,492.734985
ETH,2018-04-14,501.477997
ETH,2018-04-15,531.702026
ETH,2018-04-16,511.147003
ETH,2018-04-17,502.894012
ETH,2018-04-18,524.789001
ETH,2018-04-19,567.888977
ETH,2018-04-20,615.718018
ETH,2018-04-21,605.39502
ETH,2018-04-22,621.859985
ETH,2018-04-23,642.547974
ETH,2018-04-24,708.15802
ETH,2018-04-25,615.416016
ETH,2018-04-26,662.809021
ETH,2018-04-27,647.031982
ETH,2018-04-28,683.677979
ETH,2018-04-29,688.880981
ETH,2018-04-30,669.924011
ETH,2018-05-01,673.612976
ETH,2018-05-02,687.148987
ETH,2018-05-03,779.54303
ETH,2018-05-04,785.624023
ETH,2018-05-05,816.119995
ETH,2018-05-06,792.310974
ETH,2018-05-07,753.724976
ETH,2018-05-08,752.856995
ETH,2018-05-09,752.275024
ETH,2018-05-10,727.276978
ETH,2018-05-11,679.585999
ETH,2018-05-12,686.047974
ETH,2018-05-13,733.495972
ETH,2018-05-14,730.549011
ETH,2018-05-15,708.870972
ETH,2018-05-16,707.049988
ETH,2018-05-17,672.656982
ETH,2018-05-18,694.367004
ETH,2018-05-19,696.530029
ETH,2018-05-20,715.369019
ETH,2018-05-21,699.221985
ETH,2018-05-22,647.741028
ETH,2018-05-23,583.585022
ETH,2018-05-24,601.755005
ETH,2018-05-25,586.734009
ETH,2018-05-26,587.280029
ETH,2018-05-27,572.66803
ETH,2018-05-28,516.036011
ETH,2018-05-29,565.38
ETH,2018-05-30,559.590027
ETH,2018-05-31,577.64502
ETH,2018-06-01,580.04303
ETH,2018-06-02,591.807983
ETH,2018-06-03,618.328979
ETH,2018-06-04,592.984985
ETH,2018-06-05,609.302979
ETH,2018-06-06,607.124023
ETH,2018-06-07,605.187012
ETH,2018-06-08,601.077026
ETH,2018-06-09,597.562012
ETH,2018-06-10,526.479004
ETH,2018-06-11,533.283997
ETH,2018-06-12,496.842987
ETH,2018-06-13,477.493988
ETH,2018-06-14,519.742004
ETH,2018-06-15,491.003998
ETH,2018-06-16,499.641998
ETH,2018-06-17,500.447998
ETH,2018-06-18,518.890991
ETH,2018-06-19,537.95697
ETH,2018-06-20,536.268005
ETH,2018-06-21,527.367004
ETH,2018-06-22,465.816986
ETH,2018-06-23,474.519989
ETH,2018-06-24,457.671997
ETH,2018-06-25,460.309998
ETH,2018-06-26,432.772003
ETH,2018-06-27,442.36499
ETH,2018-06-28,422.36499
ETH,2018-06-29,436.009003
ETH,2018-06-30,455.179993
ETH,2018-07-01,453.917999
ETH,2018-07-02,475.346985
ETH,2018-07-03,464.195007
ETH,2018-07-04,467.317993
ETH,2018-07-05,474.411987
ETH,2018-07-06,474.011993
ETH,2018-07-07,491.660004
ETH,2018-07-08,489.118988
ETH,2018-07-09,476.682007
ETH,2018-07-10,434.424011
ETH,2018-07-11,446.518005
ETH,2018-07-12,430.074005
ETH,2018-07-13,434.027008
ETH,2018-07-14,436.085999
ETH,2018-07-15,449.850006
ETH,2018-07-16,480.65799
ETH,2018-07-17,501.002014
ETH,2018-07-18,480.51
ETH,2018-07-19,469.618988
ETH,2018-07-20,450.697998
ETH,2018-07-21,462.436005
ETH,2018-07-22,459.657013
ETH,2018-07-23,450.852997
ETH,2018-07-24,479.372986
ETH,2018-07-25,472.493011
