Date,BTC,ETH,BNB,XRP,ADA,CRIX
2018-06-08,7624.919922,601.077026,16.2738,0.674343,0.205358,967.93
2018-06-09,7531.97998,597.562012,15.9632,0.659755,0.202091,900.845
2018-06-10,6786.02002,526.479004,14.1842,0.588126,0.176868,867.3025
2018-06-11,6906.919922,533.283997,15.3835,0.604066,0.18128,833.76
2018-06-12,6582.359863,496.842987,15.2262,0.562933,0.166585,794.17
2018-06-13,6349.899902,477.493988,14.5891,0.534663,0.160408,761.14
2018-06-14,6675.350098,519.742004,14.8953,0.561306,0.172375,823.16
2018-06-15,6456.580078,491.003998,15.0481,0.537707,0.162747,801.93
2018-06-16,6550.160156,499.641998,15.8092,0.534784,0.162962,809.885
2018-06-17,6499.27002,500.447998,16.5788,0.528216,0.16138,813.8625
2018-06-18,6734.819824,518.890991,16.8797,0.537495,0.164117,817.84
2018-06-19,6769.939941,537.95697,16.6996,0.549621,0.167185,832.05
2018-06-20,6776.549805,536.268005,16.061899,0.539286,0.161985,828.53
2018-06-21,6729.740234,527.367004,17.053301,0.534775,0.158556,818.11
2018-06-22,6083.689941,465.816986,15.5939,0.486947,0.139839,744.79
2018-06-23,6162.47998,474.519989,15.5512,0.491284,0.137868,740.31
2018-06-24,6173.22998,457.671997,14.4476,0.47738,0.132703,738.0699999999999
2018-06-25,6249.180176,460.309998,14.9209,0.481753,0.135269,735.83
2018-06-26,6093.669922,432.772003,14.12,0.456001,0.126099,714.72
2018-06-27,6157.129883,442.36499,14.0501,0.47037,0.127444,711.16
2018-06-28,5903.439941,422.36499,14.1246,0.448458,0.11932,704.44
2018-06-29,6218.299805,436.009003,14.5086,0.45308,0.12572,672.27
2018-06-30,6404.0,455.179993,14.6573,0.466245,0.137671,723.525
2018-07-01,6385.819824,453.917999,14.4041,0.461358,0.142208,749.1524999999999
2018-07-02,6614.180176,475.346985,14.5706,0.486122,0.158278,774.78
2018-07-03,6529.589844,464.195007,14.1715,0.485223,0.150655,769.18
2018-07-04,6597.549805,467.317993,14.0055,0.490043,0.15096,780.51
2018-07-05,6639.140137,474.411987,13.8505,0.481625,0.148921,755.76
2018-07-06,6673.5,474.011993,13.5296,0.479151,0.146084,759.54
2018-07-07,6856.930176,491.660004,14.4048,0.492477,0.150373,764.8399999999999
2018-07-08,6773.879883,489.118988,13.9919,0.477749,0.145389,767.49
2018-07-09,6741.75,476.682007,13.6645,0.47427,0.139971,770.14
2018-07-10,6329.950195,434.424011,12.7613,0.445042,0.128792,722.19
2018-07-11,6394.709961,446.518005,12.7049,0.450233,0.131483,717.79
2018-07-12,6228.810059,430.074005,12.0706,0.435364,0.127181,700.51
2018-07-13,6238.049805,434.027008,12.1801,0.438741,0.137887,702.06
2018-07-14,6276.120117,436.085999,12.0965,0.439271,0.137092,737.6199999999999
2018-07-15,6359.640137,449.850006,12.2891,0.445894,0.142262,755.3999999999999
2018-07-16,6741.75,480.65799,13.2373,0.483401,0.156118,773.18
2018-07-17,7321.040039,501.002014,13.7128,0.505587,0.170865,833.14
2018-07-18,7370.779785,480.513,12.8648,0.486389,0.179378,829.86
2018-07-19,7466.859863,469.618988,12.918,0.476433,0.180869,821.36
2018-07-20,7354.129883,450.697998,12.0709,0.446994,0.162175,794.36
2018-07-21,7419.290039,462.436005,12.1853,0.45541,0.163637,808.905
2018-07-22,7418.490234,459.657013,12.1199,0.449311,0.170277,816.1775
2018-07-23,7711.109863,450.852997,12.0199,0.445276,0.164028,823.45
2018-07-24,8424.269531,479.372986,12.1451,0.457623,0.173172,873.89
2018-07-25,8181.390137,472.493011,12.9394,0.459829,0.172731,867.08
2018-07-26,7951.580078,464.036987,13.3973,0.44992,0.164765,874.61
2018-07-27,8165.009766,469.665985,13.9227,0.453635,0.16554,865.06
2018-07-28,8192.150391,466.89801,14.6017,0.453667,0.16338,856.305
2018-07-29,8218.459961,466.665009,14.0212,0.453306,0.163313,851.9275
2018-07-30,8180.47998,457.080994,13.2169,0.446107,0.154087,847.55
2018-07-31,7780.439941,433.867004,13.7754,0.435225,0.143297,809.61
2018-08-01,7624.910156,420.747009,13.5739,0.445852,0.140901,790.65
2018-08-02,7567.149902,412.621002,14.1769,0.430254,0.131941,779.81
2018-08-03,7434.390137,418.261993,14.1346,0.440571,0.130255,771.5
2018-08-04,7032.850098,407.252014,13.8424,0.428507,0.127547,753.24
2018-08-05,7068.47998,410.515991,13.6232,0.433638,0.131721,744.11
2018-08-06,6951.799805,406.65799,13.6991,0.414081,0.130553,734.98
2018-08-07,6753.120117,380.214996,13.1461,0.381006,0.125378,731.15
2018-08-08,6305.799805,356.613007,12.1437,0.331944,0.113752,656.47
2018-08-09,6568.22998,365.588013,12.858,0.346771,0.123507,667.11
2018-08-10,6184.709961,334.175995,12.1308,0.320426,0.116355,655.89
2018-08-11,6295.72998,322.112,11.7366,0.301262,0.112439,629.8399999999999
2018-08-12,6322.689941,319.570007,11.7418,0.29787,0.11297,616.8149999999999
2018-08-13,6297.569824,286.494995,10.2282,0.277466,0.10291,603.79
2018-08-14,6199.709961,278.932007,9.42011,0.274272,0.094662,574.14
2018-08-15,6308.52002,282.364014,9.46301,0.282005,0.09504,609.62
2018-08-16,6334.72998,288.04599,9.80233,0.292436,0.095331,616.58
2018-08-17,6580.629883,315.729004,10.8678,0.366676,0.109887,635.31
2018-08-18,6423.759766,295.812012,9.90758,0.3271,0.099785,628.66
2018-08-19,6506.069824,300.834015,10.1562,0.343978,0.102437,625.335
2018-08-20,6308.529785,274.315002,9.70093,0.319283,0.093764,622.01
2018-08-21,6488.759766,281.944,9.71463,0.335177,0.095003,613.72
2018-08-22,6376.709961,271.341003,9.53973,0.319803,0.090149,607.98
2018-08-23,6534.879883,277.104004,9.71504,0.327709,0.092453,608.76
2018-08-24,6719.959961,282.96701,10.2347,0.327606,0.094077,627.11
2018-08-25,6763.189941,279.645996,10.1358,0.32823,0.094282,632.76
2018-08-26,6707.259766,275.196991,10.1856,0.323776,0.093338,635.585
2018-08-27,6884.640137,285.602997,11.2128,0.336903,0.100264,638.41
2018-08-28,7096.279785,296.498993,11.4861,0.351837,0.10548,678.12
2018-08-29,7047.160156,289.312012,11.1735,0.344803,0.105469,666.27
2018-08-30,6978.22998,284.105011,10.7626,0.335444,0.10056,643.4
2018-08-31,7037.580078,283.003998,11.0138,0.335332,0.102196,667.54
2018-09-01,7193.25,295.341003,11.3794,0.347721,0.106827,681.74
2018-09-02,7272.720215,294.371002,11.2994,0.342523,0.104432,681.74
2018-09-03,7260.060059,289.259003,11.2611,0.335961,0.103607,695.94
2018-09-04,7361.660156,285.722992,11.3592,0.331652,0.105265,693.5
2018-09-05,6792.830078,232.330994,10.0866,0.283601,0.087569,629.99
2018-09-06,6529.169922,230.214996,10.2842,0.30271,0.088666,592.65
2018-09-07,6467.069824,217.203003,10.0373,0.291435,0.083983,584.95
2018-09-08,6225.97998,197.951004,9.52008,0.279333,0.078235,572.745
2018-09-09,6300.859863,196.923996,9.51263,0.27868,0.076643,566.6424999999999
2018-09-10,6329.700195,197.078995,9.52487,0.270321,0.073508,560.54
2018-09-11,6321.200195,185.065994,9.37396,0.26371,0.070513,547.22
2018-09-12,6351.799805,183.330994,9.21443,0.270087,0.066745,548.93
2018-09-13,6517.310059,211.354004,9.60406,0.280583,0.069829,573.73
2018-09-14,6512.709961,211.748993,9.93005,0.277159,0.068248,585.83
2018-09-15,6543.200195,223.074005,10.1103,0.282008,0.069322,569.605
2018-09-16,6517.180176,220.589005,9.93602,0.281166,0.069963,561.4925000000001
2018-09-17,6281.200195,197.875,9.40526,0.272251,0.063899,553.38
2018-09-18,6371.299805,209.975006,9.54406,0.32186,0.06943,566.02
2018-09-19,6398.540039,209.968994,9.61909,0.326053,0.07235,576.54
2018-09-20,6519.669922,224.591003,10.0745,0.449918,0.081493,583.91
2018-09-21,6734.950195,246.584,10.4108,0.561462,0.087606,647.68
2018-09-22,6721.97998,240.479996,10.245,0.570798,0.083193,637.38
2018-09-23,6710.629883,244.330002,10.2806,0.570689,0.089754,632.23
2018-09-24,6595.410156,228.729996,10.0359,0.494712,0.082754,627.08
2018-09-25,6446.470215,218.505005,9.78316,0.526941,0.081028,591.35
2018-09-26,6495.0,215.847,9.73663,0.516308,0.079476,615.06
2018-09-27,6676.75,228.494003,10.0312,0.541381,0.086001,640.27
2018-09-28,6644.129883,222.401993,9.96934,0.539112,0.084032,633.14
2018-09-29,6601.959961,231.634995,9.99914,0.571228,0.084606,629.88
2018-09-30,6625.560059,232.848007,10.0178,0.581572,0.085195,628.25
2018-10-01,6589.620117,230.768005,9.94366,0.576461,0.084469,626.62
2018-10-02,6556.100098,227.181,10.3568,0.520837,0.082525,624.19
2018-10-03,6502.589844,220.488998,10.2712,0.528162,0.080789,609.48
2018-10-04,6576.689941,222.218002,10.2556,0.526606,0.081304,624.11
2018-10-05,6622.47998,227.600998,10.6362,0.519026,0.082991,619.92
2018-10-06,6588.310059,225.119995,10.3721,0.488082,0.081303,625.2
2018-10-07,6602.950195,226.119003,10.519,0.482039,0.084658,627.84
2018-10-08,6652.22998,229.255005,10.5066,0.489751,0.086607,630.48
2018-10-09,6642.640137,227.981995,10.3849,0.479857,0.086357,623.83
2018-10-10,6585.529785,225.768997,10.328,0.462387,0.084679,618.84
2018-10-11,6256.240234,189.498993,9.30132,0.38313,0.070939,573.92
2018-10-12,6274.580078,196.727005,9.52894,0.419115,0.073214,574.77
2018-10-13,6285.990234,199.841003,9.54036,0.418878,0.073103,583.665
2018-10-14,6290.930176,195.714996,9.49674,0.403286,0.071293,588.1125
2018-10-15,6596.540039,209.703995,10.3161,0.447316,0.074789,592.56
2018-10-16,6596.109863,210.119995,10.0109,0.470253,0.075814,599.28
2018-10-17,6544.430176,207.082993,9.90447,0.468197,0.077408,599.31
2018-10-18,6476.709961,203.352005,9.71658,0.457725,0.075131,592.82
2018-10-19,6465.410156,203.727005,9.76675,0.454178,0.075836,592.21
2018-10-20,6489.189941,205.429993,9.75463,0.459151,0.076342,592.505
2018-10-21,6482.350098,205.141998,9.7433,0.456694,0.075873,592.6524999999999
2018-10-22,6487.160156,204.044006,9.72685,0.453109,0.075776,592.8
2018-10-23,6475.740234,204.335999,9.80308,0.462058,0.074743,593.58
2018-10-24,6495.839844,203.852005,9.74532,0.457237,0.074321,594.78
2018-10-25,6476.290039,202.718994,9.69228,0.458052,0.073859,593.21
2018-10-26,6474.75,203.328995,9.70268,0.459288,0.073713,592.12
2018-10-27,6480.379883,204.210007,9.65445,0.456348,0.072886,582.8
2018-10-28,6486.390137,205.365997,9.66679,0.462406,0.073166,578.14
2018-10-29,6332.629883,197.246994,9.40262,0.441514,0.069627,573.48
2018-10-30,6334.27002,197.556,9.38704,0.444759,0.069647,573.88
2018-10-31,6317.609863,197.380997,9.36496,0.448382,0.069705,580.22
2018-11-01,6377.779785,198.871994,9.54922,0.455722,0.070867,581.34
2018-11-02,6388.439941,200.634995,9.57308,0.458685,0.072584,589.75
2018-11-03,6361.259766,200.186005,9.53021,0.455667,0.071479,597.515
2018-11-04,6376.129883,207.485992,9.62754,0.462691,0.076229,601.3975
2018-11-05,6419.660156,209.091003,9.67251,0.497412,0.076148,605.28
2018-11-06,6461.009766,218.451996,9.78081,0.54908,0.080952,618.56
2018-11-07,6530.140137,217.182999,9.81693,0.535707,0.078544,625.36
2018-11-08,6453.720215,212.231003,9.65095,0.493508,0.076493,613.69
2018-11-09,6385.620117,210.074005,9.5542,0.500668,0.074226,603.29
2018-11-10,6409.220215,212.533005,9.55752,0.506698,0.075221,602.9849999999999
2018-11-11,6411.27002,211.339996,9.466,0.505913,0.076481,602.8325
2018-11-12,6371.27002,210.417999,9.36122,0.517165,0.076001,602.68
2018-11-13,6359.490234,206.826004,9.24841,0.510112,0.073603,597.36
2018-11-14,5738.350098,181.397003,8.40701,0.474372,0.064824,514.06
2018-11-15,5648.029785,180.806,8.18486,0.481708,0.063543,514.63
2018-11-16,5575.549805,175.177002,7.88448,0.471609,0.061151,513.3
2018-11-17,5554.330078,174.001007,7.7182,0.491654,0.060675,485.30499999999995
2018-11-18,5623.540039,177.067001,7.99976,0.510473,0.061916,471.3075
2018-11-19,4871.490234,149.175003,6.63209,0.478166,0.052582,457.31
2018-11-20,4451.870117,130.339005,5.76021,0.434726,0.044777,402.42
2018-11-21,4602.169922,136.701004,6.19905,0.447651,0.04778,412.38
2018-11-22,4365.939941,126.706001,5.75555,0.42608,0.044255,409.26
2018-11-23,4347.109863,123.295998,5.55743,0.407428,0.043412,386.38
2018-11-24,3880.76001,113.494003,5.11528,0.375336,0.038458,361.2
2018-11-25,4009.969971,116.449997,5.18058,0.374551,0.037725,348.61
2018-11-26,3779.129883,108.334999,4.92645,0.355451,0.035806,336.02
2018-11-27,3820.719971,110.010002,4.91305,0.360163,0.036461,339.2
2018-11-28,4257.419922,122.438004,5.33696,0.390557,0.042021,392.46
2018-11-29,4278.84668,117.542648,5.346633,0.379562,0.041866,376.66
2018-11-30,4017.268555,113.171417,5.078572,0.362455,0.038916,358.06
2018-12-01,4214.671875,118.635559,5.288723,0.372906,0.041468,351.03
2018-12-02,4139.87793,116.388901,5.250417,0.367627,0.041672,351.03
2018-12-03,3894.130859,108.925018,5.109251,0.348754,0.038671,344.0
2018-12-04,3956.893799,110.214188,5.880791,0.352231,0.037699,345.41
2018-12-05,3753.994873,102.475555,5.984278,0.338242,0.034251,331.74
2018-12-06,3521.101807,91.761055,4.951687,0.310936,0.030798,318.43
2018-12-07,3419.937256,93.294563,4.52865,0.301997,0.029864,292.04
2018-12-08,3476.114746,92.159637,4.700418,0.307269,0.030678,294.62
2018-12-09,3614.234375,95.142059,4.859104,0.31337,0.031693,295.90999999999997
2018-12-10,3502.656006,91.685654,4.712263,0.303766,0.030203,297.2
2018-12-11,3424.588135,88.945305,4.940698,0.301345,0.029551,291.24
2018-12-12,3486.950195,90.5933,5.023137,0.307323,0.030609,300.33
2018-12-13,3313.677246,86.539314,4.650704,0.300026,0.02919,282.35
2018-12-14,3242.484863,84.308296,4.533357,0.28879,0.028358,274.87
2018-12-15,3236.761719,84.440811,4.563012,0.285883,0.028274,294.425
2018-12-16,3252.839111,85.2621,4.645258,0.287929,0.029103,304.2025
2018-12-17,3545.864746,95.133827,5.110017,0.328453,0.032824,313.98
2018-12-18,3696.059082,101.112457,5.60027,0.350162,0.034735,310.97
2018-12-19,3745.950684,101.268578,5.491901,0.351956,0.034545,334.07
2018-12-20,4134.441406,116.216873,5.792257,0.378199,0.039401,351.91
2018-12-21,3896.543701,109.496231,5.567144,0.35857,0.040796,342.84
2018-12-22,4014.182617,116.759499,5.930578,0.362308,0.042009,359.05499999999995
2018-12-23,3998.980225,130.765259,6.059008,0.37127,0.04423,367.16249999999997
2018-12-24,4078.599121,140.238007,6.144924,0.406799,0.045716,375.27
2018-12-25,3815.490723,129.844345,5.547575,0.380872,0.041511,353.46
2018-12-26,3857.297607,131.865631,5.713105,0.378693,0.041198,350.3
2018-12-27,3654.833496,116.575912,5.27545,0.341162,0.036944,328.78
2018-12-28,3923.918701,137.647018,6.011828,0.376852,0.041862,364.34
2018-12-29,3820.408691,138.018341,5.83234,0.367252,0.041508,353.95
2018-12-30,3865.952637,139.859451,5.995711,0.369581,0.04328,348.755
2018-12-31,3742.700439,133.368256,6.164732,0.352706,0.041063,343.56
2019-01-01,3843.52002,140.819412,6.075273,0.364771,0.042547,351.98
2019-01-02,3943.409424,155.047684,6.188613,0.375243,0.045258,369.72
2019-01-03,3836.741211,149.13501,5.903535,0.360224,0.042682,359.91
2019-01-04,3857.717529,154.58194,6.065138,0.356747,0.043812,360.8
2019-01-05,3845.19458,155.638596,6.065543,0.355275,0.044701,368.20000000000005
2019-01-06,4076.632568,157.746201,6.395979,0.368395,0.049261,371.90000000000003
2019-01-07,4025.248291,151.699219,6.291411,0.364347,0.047996,375.6
2019-01-08,4030.8479,150.359634,6.640054,0.365315,0.048525,374.31
2019-01-09,4035.296387,150.803116,6.64155,0.37089,0.052169,373.7
2019-01-10,3678.924561,128.625183,5.915919,0.332652,0.044529,334.53
2019-01-11,3687.365479,127.548325,6.075342,0.332904,0.044147,335.51
2019-01-12,3661.301025,125.96653,5.976965,0.3288,0.043704,336.83500000000004
2019-01-13,3552.953125,116.897804,5.568757,0.317863,0.040241,337.49750000000006
2019-01-14,3706.052246,129.068726,6.159282,0.333766,0.044059,338.16
2019-01-15,3630.675293,122.032715,5.919048,0.327179,0.04281,325.93
2019-01-16,3655.006836,123.547066,6.186014,0.329701,0.044777,329.24
2019-01-17,3678.563965,123.74192,6.417832,0.329353,0.045318,332.32
2019-01-18,3657.839355,121.010262,6.56304,0.324277,0.044316,329.12
2019-01-19,3728.568359,124.51902,6.635449,0.331001,0.04575,325.61
2019-01-20,3601.013672,119.474831,6.493869,0.321177,0.043477,323.855
2019-01-21,3576.032471,117.157852,6.553025,0.32079,0.042937,322.1
2019-01-22,3604.577148,118.747551,6.523199,0.319491,0.043578,327.76
2019-01-23,3585.123047,117.452606,6.541402,0.316492,0.0429,322.64
2019-01-24,3600.865479,117.362885,6.505792,0.317598,0.043027,325.54
2019-01-25,3599.765869,116.378342,6.737325,0.317165,0.042691,322.92
2019-01-26,3602.460449,116.488739,7.006565,0.314235,0.042649,313.68
2019-01-27,3583.96582,113.405289,7.088199,0.309439,0.041168,309.06
2019-01-28,3470.450439,106.589973,6.206182,0.294863,0.038772,304.44
2019-01-29,3448.116943,105.598213,6.18167,0.289558,0.038251,303.29
2019-01-30,3486.181641,108.907539,6.174529,0.320461,0.039656,311.72
2019-01-31,3457.792725,107.061012,6.268436,0.310036,0.038374,309.95
2019-02-01,3487.945313,107.609787,6.562617,0.308517,0.038678,311.42
2019-02-02,3521.060791,110.43026,6.891695,0.310912,0.039317,310.165
2019-02-03,3464.013428,107.492668,6.738165,0.302352,0.038029,309.5375
2019-02-04,3459.154053,107.821602,7.1005,0.300198,0.037857,308.91
2019-02-05,3466.357422,107.44352,7.81981,0.299239,0.037896,308.87
2019-02-06,3413.767822,104.919289,8.086174,0.290727,0.036663,302.72
2019-02-07,3399.47168,104.535301,7.730325,0.291618,0.036396,302.82
2019-02-08,3666.780273,119.267746,8.575567,0.311683,0.040751,330.39
2019-02-09,3671.203613,119.430885,8.871357,0.311284,0.041058,329.53999999999996
2019-02-10,3690.188232,124.806488,9.21154,0.309909,0.04283,329.115
2019-02-11,3648.430664,121.298393,9.551809,0.302741,0.041733,328.69
2019-02-12,3653.528564,122.572289,9.341781,0.30519,0.041751,331.32
2019-02-13,3632.070557,122.553604,8.941073,0.304284,0.041118,326.41
2019-02-14,3616.880859,121.390205,8.782048,0.301909,0.04054,326.37
2019-02-15,3620.810791,122.100388,9.273832,0.301759,0.0406,326.24
2019-02-16,3629.787598,123.260216,9.129251,0.301703,0.041026,343.435
2019-02-17,3673.836182,133.598877,9.216046,0.30337,0.041452,352.0325
2019-02-18,3915.714355,146.098373,9.634436,0.321568,0.045605,360.63
2019-02-19,3947.094482,145.346191,10.563078,0.323768,0.046158,367.22
2019-02-20,3999.820557,149.554337,10.966056,0.33288,0.047551,368.31
2019-02-21,3954.118164,146.130844,10.492892,0.321291,0.044969,362.4
2019-02-22,4005.526611,149.092453,10.837115,0.321904,0.046163,367.3
2019-02-23,4142.526855,158.795425,10.781801,0.33262,0.048593,361.32500000000005
2019-02-24,3810.42749,135.852661,10.113093,0.301443,0.042456,358.33750000000003
2019-02-25,3882.696289,139.822861,9.842012,0.32851,0.044043,355.35
2019-02-26,3854.35791,138.089676,9.521595,0.319477,0.043304,351.43
2019-02-27,3851.047363,136.125961,9.899132,0.313106,0.04327,342.45
2019-02-28,3854.7854,136.746246,10.365178,0.315078,0.043123,351.93
2019-03-01,3859.58374,136.443619,11.393217,0.317312,0.043279,355.23
2019-03-02,3864.415039,134.206955,11.869744,0.315126,0.042838,347.475
2019-03-03,3847.175781,132.24942,11.537903,0.312554,0.042312,343.5975
2019-03-04,3761.557129,127.774124,11.545945,0.305133,0.040602,339.72
2019-03-05,3896.375,137.822388,13.811967,0.316507,0.043212,354.84
2019-03-06,3903.942627,138.789352,14.517946,0.317031,0.042843,355.65
2019-03-07,3911.484375,138.0345,15.145886,0.314766,0.042944,358.23
2019-03-08,3901.131592,135.127075,14.366936,0.310087,0.042664,359.63
2019-03-09,3963.313721,137.965332,14.565879,0.313826,0.046728,356.03
2019-03-10,3951.599854,136.758682,14.494439,0.313107,0.045698,354.23
2019-03-11,3905.227295,133.83403,14.514414,0.311065,0.047633,352.43
2019-03-12,3909.15625,134.442886,15.406131,0.310201,0.047397,354.04
2019-03-13,3906.717285,133.263077,15.115124,0.314098,0.04659,353.92
2019-03-14,3924.369141,133.711594,15.051104,0.312955,0.048055,353.62
2019-03-15,3960.911133,137.691788,15.077102,0.315052,0.050077,360.81
2019-03-16,4048.72583,142.398178,16.119011,0.320468,0.051621,362.615
2019-03-17,4025.229004,140.000549,15.761146,0.317612,0.050207,363.51750000000004
2019-03-18,4032.507324,139.374603,15.682012,0.31744,0.050452,364.42
2019-03-19,4071.190186,140.519196,15.693595,0.319281,0.052594,367.29
2019-03-20,4087.476318,140.686356,15.280023,0.31961,0.053891,368.43
2019-03-21,4029.326904,136.636063,14.517393,0.312718,0.0529,363.12
2019-03-22,4023.968262,137.181442,15.266424,0.311541,0.058062,365.35
2019-03-23,4035.826416,138.239868,15.235995,0.312359,0.063781,360.915
2019-03-24,4022.168213,136.986923,17.285357,0.308992,0.061704,358.6975
2019-03-25,3963.070557,135.031021,16.841007,0.304055,0.059025,356.48
2019-03-26,3985.080811,135.460358,16.335665,0.30506,0.06237,357.71
2019-03-27,4087.066162,140.988159,16.781343,0.312465,0.067595,369.13
2019-03-28,4069.107178,139.416473,16.80533,0.309246,0.065828,368.63
2019-03-29,4098.374512,142.497421,16.510141,0.307929,0.071289,375.0
2019-03-30,4106.660156,142.092682,16.932213,0.310632,0.071739,376.43
2019-03-31,4105.404297,141.514099,17.40167,0.309229,0.069746,377.145
2019-04-01,4158.183105,141.830322,17.950502,0.312747,0.07233,377.86
2019-04-02,4879.87793,163.961746,19.789783,0.351499,0.085467,434.07
2019-04-03,4973.021973,161.458801,18.753063,0.342234,0.090723,473.22
2019-04-04,4922.798828,158.052536,19.142689,0.332513,0.08737,436.54
2019-04-05,5036.681152,165.514847,19.453466,0.361803,0.091226,458.21
2019-04-06,5059.817383,165.947205,19.115629,0.354405,0.090289,466.67499999999995
2019-04-07,5198.896973,174.531647,19.110271,0.359856,0.090484,470.90749999999997
2019-04-08,5289.770996,180.25882,18.113703,0.358234,0.087009,475.14
2019-04-09,5204.958496,176.114578,18.435053,0.349462,0.083749,476.12
2019-04-10,5324.551758,177.337479,18.248579,0.354792,0.089964,492.57
2019-04-11,5064.487793,165.497025,17.70048,0.330984,0.083385,456.38
2019-04-12,5089.539063,164.736328,18.434271,0.326346,0.083463,454.78
2019-04-13,5096.586426,164.513351,18.719797,0.326031,0.083731,451.43499999999995
2019-04-14,5167.722168,167.838516,19.49202,0.328809,0.084643,449.76249999999993
2019-04-15,5067.108398,161.574173,19.402426,0.320913,0.082307,448.09
2019-04-16,5235.55957,167.623444,19.827456,0.327218,0.083783,465.34
2019-04-17,5251.937988,166.95076,19.60335,0.335453,0.083074,468.99
2019-04-18,5298.385742,173.814026,22.038479,0.337065,0.081775,477.06
2019-04-19,5303.8125,173.708435,24.475281,0.331902,0.0795,476.25
2019-04-20,5337.88623,173.751266,25.007528,0.328476,0.076506,478.0
2019-04-21,5314.53125,170.046524,24.193829,0.322449,0.074106,478.875
2019-04-22,5399.365234,171.874664,23.90811,0.323934,0.07804,479.75
2019-04-23,5572.362305,171.4478,22.876261,0.321222,0.074524,492.36
2019-04-24,5464.866699,165.826096,23.129068,0.302318,0.072645,473.1
2019-04-25,5210.515625,154.459396,22.243107,0.289384,0.069244,477.53
2019-04-26,5279.348145,156.347092,22.869429,0.298502,0.069219,449.85
2019-04-27,5268.291016,158.434937,22.341587,0.296741,0.070196,451.805
2019-04-28,5285.13916,157.295074,22.89934,0.297426,0.068591,452.7825
2019-04-29,5247.352539,155.201996,21.705067,0.294289,0.064631,453.76
2019-04-30,5350.726563,162.166031,22.127836,0.309476,0.070346,464.78
2019-05-01,5402.697266,160.818344,21.953621,0.304696,0.069014,468.4
2019-05-02,5505.283691,162.122787,23.59193,0.303239,0.068579,474.92
2019-05-03,5768.289551,167.952408,23.749628,0.308222,0.069858,499.3
2019-05-04,5831.16748,164.026581,22.884832,0.304552,0.06688,500.895
2019-05-05,5795.708496,163.450699,23.019953,0.302342,0.066146,501.6925
2019-05-06,5746.807129,172.653214,22.206635,0.302389,0.06678,502.49
2019-05-07,5829.501465,169.79866,20.86418,0.299684,0.064036,506.84
2019-05-08,5982.45752,170.948166,20.752676,0.300721,0.064606,507.13
2019-05-09,6174.528809,170.289307,18.828356,0.296509,0.061691,516.27
2019-05-10,6378.849121,173.142746,19.598108,0.300387,0.063428,539.44
2019-05-11,7204.771484,194.304337,21.049442,0.324543,0.075171,595.6800000000001
2019-05-12,6972.371582,187.325317,20.830297,0.310074,0.070086,623.8
2019-05-13,7814.915039,196.846283,23.811028,0.325475,0.073072,651.92
2019-05-14,7994.416016,217.148575,23.626419,0.409062,0.084505,654.76
2019-05-15,8205.167969,247.153061,26.894939,0.456005,0.093951,705.89
2019-05-16,7884.90918,264.01001,26.325806,0.419707,0.088161,688.85
2019-05-17,7343.895508,243.764587,25.682571,0.386193,0.08326,622.37
2019-05-18,7271.208008,234.59523,28.396793,0.372736,0.079104,649.73
2019-05-19,8197.689453,261.292206,29.412844,0.4177,0.086996,663.4100000000001
2019-05-20,7978.309082,251.86441,29.305387,0.398003,0.084848,677.09
2019-05-21,7963.327637,255.215881,32.007378,0.397603,0.084617,694.99
2019-05-22,7680.066406,244.698914,31.422043,0.376637,0.077955,686.3
2019-05-23,7881.84668,245.965668,31.515736,0.381204,0.08069,667.73
2019-05-24,7987.371582,249.484985,33.841393,0.384541,0.080869,696.3
2019-05-25,8052.543945,251.759872,35.053101,0.38704,0.080502,730.895
2019-05-26,8673.21582,267.069641,34.104851,0.408413,0.086014,748.1925
2019-05-27,8805.77832,272.86264,33.680679,0.434168,0.091695,765.49
2019-05-28,8719.961914,271.768707,33.360947,0.446549,0.092815,759.48
2019-05-29,8659.487305,269.455688,33.744354,0.443713,0.090867,761.37
2019-05-30,8319.472656,255.858948,32.291065,0.422395,0.08451,750.18
2019-05-31,8574.501953,268.113556,32.748165,0.438574,0.089441,736.11
2019-06-01,8564.016602,265.391266,33.013649,0.430583,0.090533,739.4549999999999
2019-06-02,8742.958008,270.225525,33.174049,0.444785,0.096578,739.4549999999999
2019-06-03,8208.995117,252.607925,31.391956,0.425764,0.088708,742.8
2019-06-04,7707.770996,241.338791,29.380625,0.400667,0.082486,659.29
2019-06-05,7824.231445,247.05101,31.006264,0.402732,0.083438,678.73
2019-06-06,7822.023438,249.474335,31.480104,0.41954,0.083472,661.89
2019-06-07,8043.951172,250.930359,31.587482,0.42313,0.085807,693.55
2019-06-08,7954.12793,245.738098,32.066322,0.412411,0.084213,694.665
2019-06-09,7688.077148,233.0867,30.558287,0.388266,0.07947,695.2225
2019-06-10,8000.32959,247.520126,32.064728,0.400427,0.085537,695.78
2019-06-11,7927.714355,245.78183,32.262657,0.394261,0.087965,692.03
2019-06-12,8145.857422,260.90329,34.686386,0.40176,0.096525,713.56
2019-06-13,8230.923828,256.168793,35.143143,0.400887,0.089739,718.99
2019-06-14,8693.833008,264.087463,33.076382,0.405921,0.090619,726.7
2019-06-15,8838.375,269.019318,32.825863,0.410419,0.091683,762.575
2019-06-16,8994.488281,269.223206,32.402725,0.427516,0.092321,780.5125
