Date,BTC,ETH,BNB,XRP,ADA,CRIX
2018-05-28,7135.990234,516.036011,11.8943,0.552299,0.174783,882.13
2018-05-29,7472.589844,565.388,12.5717,0.601241,0.20319,925.08
2018-05-30,7406.52002,559.590027,12.5709,0.605817,0.211143,900.91
2018-05-31,7494.169922,577.64502,14.1902,0.612622,0.225214,939.49
2018-06-01,7541.450195,580.04303,14.2408,0.623364,0.222507,928.38
2018-06-02,7643.450195,591.807983,14.6797,0.643451,0.227742,940.8199999999999
2018-06-03,7720.25,618.328979,14.566,0.671205,0.228154,947.04
2018-06-04,7514.470215,592.984985,14.2611,0.661425,0.214012,953.26
2018-06-05,7633.759766,609.302979,15.5993,0.677015,0.220467,975.63
2018-06-06,7653.97998,607.124023,17.247499,0.674797,0.215721,958.44
2018-06-07,7678.240234,605.187012,16.2631,0.678128,0.211119,978.95
